Temperature	Pressure	Property	Source	Model
193.337835	566.243804	     Ktmax	     TSEOS	 TIP4P2005
193.046588	567.961581	     Ktmax	     TSEOS	 TIP4P2005
192.754728	569.681978	     Ktmax	     TSEOS	 TIP4P2005
192.462239	571.405036	     Ktmax	     TSEOS	 TIP4P2005
192.169107	573.130800	     Ktmax	     TSEOS	 TIP4P2005
191.875317	574.859314	     Ktmax	     TSEOS	 TIP4P2005
191.580853	576.590626	     Ktmax	     TSEOS	 TIP4P2005
191.285699	578.324784	     Ktmax	     TSEOS	 TIP4P2005
190.989837	580.061837	     Ktmax	     TSEOS	 TIP4P2005
190.693251	581.801837	     Ktmax	     TSEOS	 TIP4P2005
190.395922	583.544837	     Ktmax	     TSEOS	 TIP4P2005
190.097834	585.290891	     Ktmax	     TSEOS	 TIP4P2005
189.798964	587.040060	     Ktmax	     TSEOS	 TIP4P2005
189.499295	588.792397	     Ktmax	     TSEOS	 TIP4P2005
189.198805	590.547967	     Ktmax	     TSEOS	 TIP4P2005
188.897475	592.306828	     Ktmax	     TSEOS	 TIP4P2005
188.595279	594.069056	     Ktmax	     TSEOS	 TIP4P2005
188.292199	595.834708	     Ktmax	     TSEOS	 TIP4P2005
187.988208	597.603859	     Ktmax	     TSEOS	 TIP4P2005
187.683283	599.376581	     Ktmax	     TSEOS	 TIP4P2005
187.377397	601.152950	     Ktmax	     TSEOS	 TIP4P2005
187.070526	602.933044	     Ktmax	     TSEOS	 TIP4P2005
186.762640	604.716947	     Ktmax	     TSEOS	 TIP4P2005
186.453712	606.504742	     Ktmax	     TSEOS	 TIP4P2005
186.143713	608.296516	     Ktmax	     TSEOS	 TIP4P2005
185.832608	610.092370	     Ktmax	     TSEOS	 TIP4P2005
185.520369	611.892390	     Ktmax	     TSEOS	 TIP4P2005
185.206962	613.696678	     Ktmax	     TSEOS	 TIP4P2005
184.892349	615.505347	     Ktmax	     TSEOS	 TIP4P2005
184.576496	617.318496	     Ktmax	     TSEOS	 TIP4P2005
184.259363	619.136244	     Ktmax	     TSEOS	 TIP4P2005
183.940912	620.958707	     Ktmax	     TSEOS	 TIP4P2005
183.621097	622.786019	     Ktmax	     TSEOS	 TIP4P2005
183.299879	624.618300	     Ktmax	     TSEOS	 TIP4P2005
182.977209	626.455691	     Ktmax	     TSEOS	 TIP4P2005
182.653040	628.298338	     Ktmax	     TSEOS	 TIP4P2005
182.327321	630.146389	     Ktmax	     TSEOS	 TIP4P2005
206.860000	503.532527	     Ktmax	    Madrid+Princeton	 TIP4P2005
218.685000	425.499780	     Ktmax	    Madrid+Princeton	 TIP4P2005
231.882000	349.681371	     Ktmax	    Madrid+Princeton	 TIP4P2005
243.700000	287.007785	     Ktmax	    Madrid+Princeton	 TIP4P2005
263.970000	212.632326	     Ktmax	    Madrid+Princeton	 TIP4P2005
240.280000	57.266830	  Spinodal	    Madrid+Princeton	 TIP4P2005
250.100000	64.903465	  Spinodal	    Madrid+Princeton	 TIP4P2005
260.310000	73.271865	  Spinodal	    Madrid+Princeton	 TIP4P2005
280.350000	69.279196	  Spinodal	    Madrid+Princeton	 TIP4P2005
296.270000	60.529914	  Spinodal	    Madrid+Princeton	 TIP4P2005
