Temperature	Pressure	Property	Source	Model
-0.187745	0.883570	      Tmin	     TSEOS	 TIP4P2005
-0.187084	0.885158	      Tmin	     TSEOS	 TIP4P2005
-0.186420	0.886744	      Tmin	     TSEOS	 TIP4P2005
-0.185753	0.888328	      Tmin	     TSEOS	 TIP4P2005
-0.185083	0.889910	      Tmin	     TSEOS	 TIP4P2005
-0.184410	0.891490	      Tmin	     TSEOS	 TIP4P2005
-0.183734	0.893068	      Tmin	     TSEOS	 TIP4P2005
-0.183055	0.894644	      Tmin	     TSEOS	 TIP4P2005
-0.182374	0.896217	      Tmin	     TSEOS	 TIP4P2005
-0.181689	0.897789	      Tmin	     TSEOS	 TIP4P2005
-0.181002	0.899359	      Tmin	     TSEOS	 TIP4P2005
-0.180311	0.900927	      Tmin	     TSEOS	 TIP4P2005
-0.179618	0.902492	      Tmin	     TSEOS	 TIP4P2005
-0.178922	0.904056	      Tmin	     TSEOS	 TIP4P2005
-0.178222	0.905618	      Tmin	     TSEOS	 TIP4P2005
-0.177520	0.907177	      Tmin	     TSEOS	 TIP4P2005
-0.176815	0.908735	      Tmin	     TSEOS	 TIP4P2005
-0.176107	0.910290	      Tmin	     TSEOS	 TIP4P2005
-0.175396	0.911844	      Tmin	     TSEOS	 TIP4P2005
-0.174681	0.913396	      Tmin	     TSEOS	 TIP4P2005
-0.173964	0.914945	      Tmin	     TSEOS	 TIP4P2005
-0.173244	0.916493	      Tmin	     TSEOS	 TIP4P2005
-0.172521	0.918038	      Tmin	     TSEOS	 TIP4P2005
-0.171794	0.919582	      Tmin	     TSEOS	 TIP4P2005
-0.171065	0.921123	      Tmin	     TSEOS	 TIP4P2005
-0.170332	0.922663	      Tmin	     TSEOS	 TIP4P2005
-0.169597	0.924200	      Tmin	     TSEOS	 TIP4P2005
-0.168858	0.925736	      Tmin	     TSEOS	 TIP4P2005
-0.168117	0.927269	      Tmin	     TSEOS	 TIP4P2005
-0.167372	0.928801	      Tmin	     TSEOS	 TIP4P2005
-0.166624	0.930330	      Tmin	     TSEOS	 TIP4P2005
-0.165873	0.931858	      Tmin	     TSEOS	 TIP4P2005
-0.165118	0.933384	      Tmin	     TSEOS	 TIP4P2005
-0.164361	0.934907	      Tmin	     TSEOS	 TIP4P2005
-0.163600	0.936429	      Tmin	     TSEOS	 TIP4P2005
-0.162836	0.937948	      Tmin	     TSEOS	 TIP4P2005
-0.162069	0.939466	      Tmin	     TSEOS	 TIP4P2005
-0.161299	0.940982	      Tmin	     TSEOS	 TIP4P2005
-0.160526	0.942495	      Tmin	     TSEOS	 TIP4P2005
-0.159749	0.944007	      Tmin	     TSEOS	 TIP4P2005
-0.158969	0.945517	      Tmin	     TSEOS	 TIP4P2005
-0.158185	0.947025	      Tmin	     TSEOS	 TIP4P2005
-0.157399	0.948530	      Tmin	     TSEOS	 TIP4P2005
-0.156609	0.950034	      Tmin	     TSEOS	 TIP4P2005
-0.155816	0.951536	      Tmin	     TSEOS	 TIP4P2005
-0.155019	0.953036	      Tmin	     TSEOS	 TIP4P2005
-0.154219	0.954534	      Tmin	     TSEOS	 TIP4P2005
-0.153416	0.956030	      Tmin	     TSEOS	 TIP4P2005
-0.152609	0.957524	      Tmin	     TSEOS	 TIP4P2005
-0.151798	0.959016	      Tmin	     TSEOS	 TIP4P2005
-0.150985	0.960506	      Tmin	     TSEOS	 TIP4P2005
-0.150168	0.961994	      Tmin	     TSEOS	 TIP4P2005
